Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,AOV,Purchase_Frequency,Lifespan_Score,CLV
15,1,476.82,4,1,2,412,Potential Loyalists,476.82,1,350,457.22465753424655
364,1,255.95,1,1,2,112,Lost,255.95,1,1,0.7012328767123287
10,3,418.66,5,3,2,532,Need Attention,139.55333333333334,3,355,407.18986301369864
65,1,76.85,3,1,1,311,Need Attention,76.85,1,300,63.16438356164383
192,1,294.92,1,1,2,112,Lost,294.92,1,173,139.78400000000002
374,1,177.60000000000002,1,1,1,111,Lost,177.60000000000002,1,-9,-4.379178082191781
257,1,344.54,1,1,2,112,Lost,344.54,1,108,101.94608219178083
335,2,461.48,1,2,2,122,Lost,230.74,2,30,37.92986301369863
53,2,860.41,3,2,3,323,Need Attention,430.205,2,312,735.4737534246575
19,1,318.48,4,1,2,412,Potential Loyalists,318.48,1,346,301.9015890410959
366,1,226.03,1,1,1,111,Lost,226.03,1,-1,-0.6192602739726027
10,3,6977.04,5,3,5,535,Need Attention,2325.68,3,355,6785.888219178081
187,1,397.58,1,1,2,112,Lost,397.58,1,178,193.88832876712328
37,3,455.65,3,3,2,332,Need Attention,151.88333333333333,3,328,409.4608219178082
178,1,405.31,2,1,2,212,Lost,405.31,1,187,207.65197260273973
262,2,458.85,1,2,2,122,Lost,229.425,2,103,129.48369863013698
45,1,229.64,3,1,1,311,Need Attention,229.64,1,320,201.32821917808218
102,1,85.92,2,1,1,211,Lost,85.92,1,263,61.909479452054796
148,2,863.46,2,2,3,223,Lost,431.73,2,217,513.3447123287672
96,2,452.2,2,2,2,222,Lost,226.1,2,269,333.26520547945205
281,1,126.04,1,1,1,111,Lost,126.04,1,84,29.00646575342466
262,1,1182.0800000000002,1,1,4,114,Lost,1182.0800000000002,1,103,333.57326027397266
3,4,942.34,5,4,4,544,Champions,235.585,4,362,934.5947397260275
214,1,92.72,1,1,1,111,Lost,92.72,1,151,38.358136986301375
71,2,948.88,3,2,4,324,Need Attention,474.44,2,294,764.3033424657534
75,5,1759.5,2,4,4,244,Loyal Customers,351.9,5,290,1397.958904109589
60,1,397.12,3,1,2,312,Need Attention,397.12,1,305,331.84000000000003
3,7,1474.72,5,5,4,554,Champions,210.67428571428573,7,362,1462.5990136986302
6,3,430.15,5,3,2,532,Need Attention,143.38333333333333,3,359,423.0790410958904
3,6,1018.71,5,5,4,554,Champions,169.785,6,362,1010.3370410958905
337,2,293.0,1,2,2,122,Lost,146.5,2,28,22.476712328767125
38,6,6814.64,3,5,5,355,Loyal Customers,1135.7733333333333,6,327,6105.170630136986
262,1,215.05,1,1,1,111,Lost,215.05,1,103,60.68534246575343
32,2,383.03,4,2,2,422,Potential Loyalists,191.515,2,333,349.44928767123287
145,1,417.38,2,1,2,212,Lost,417.38,1,220,251.57150684931506
283,1,312.38,1,1,2,112,Lost,312.38,1,82,70.1785205479452
59,4,2610.36,3,4,5,345,Loyal Customers,652.59,4,306,2188.411397260274
173,1,134.1,2,1,1,211,Lost,134.1,1,192,70.54027397260273
34,2,671.95,3,2,3,323,Need Attention,335.975,2,331,609.3573972602741
3,14,5591.42,5,5,5,555,Champions,399.38714285714286,14,362,5545.463123287672
144,4,2726.77,2,4,5,245,Loyal Customers,681.6925,4,221,1651.003205479452
5,25,3991.58,5,5,5,555,Champions,159.6632,25,360,3936.900821917808
70,2,1118.99,3,2,4,324,Need Attention,559.495,2,295,904.3891780821918
66,8,1702.26,3,5,4,354,Loyal Customers,212.7825,8,299,1394.4540821917808
29,2,325.96000000000004,4,2,2,422,Potential Loyalists,162.98000000000002,2,336,300.0618082191781
267,4,354.09000000000003,1,4,2,142,Loyal Customers,88.52250000000001,4,98,95.07073972602741
22,1,843.64,4,1,3,413,Potential Loyalists,843.64,1,343,792.7904657534247
31,2,992.65,4,2,4,424,Potential Loyalists,496.325,2,334,908.3427397260274
97,1,131.81,2,1,1,211,Lost,131.81,1,268,96.78104109589042
295,1,311.55,1,1,2,112,Lost,311.55,1,70,59.749315068493146
135,6,1957.1,2,5,4,254,Loyal Customers,326.18333333333334,6,230,1233.2410958904109
79,3,1316.25,2,3,4,234,At Risk,438.75,3,286,1031.36301369863
373,1,38.1,1,1,1,111,Lost,38.1,1,-8,-0.835068493150685
8,6,2170.78,5,5,5,555,Champions,361.7966666666667,6,357,2123.201260273973
211,2,1106.4,1,2,4,124,Lost,553.2,2,154,466.80986301369865
52,1,521.2,3,1,3,313,Need Attention,521.2,1,313,446.94684931506856
138,1,147.12,2,1,1,211,Lost,147.12,1,227,91.49654794520548
26,2,1568.23,4,2,4,424,Potential Loyalists,784.115,2,339,1456.5204657534246
283,1,499.12,1,1,3,113,Lost,499.12,1,82,112.13106849315068
26,7,4009.34,4,5,5,455,Champions,572.7628571428571,7,339,3723.743178082191
186,6,1607.0600000000002,1,5,4,154,Loyal Customers,267.84333333333336,6,179,788.1198356164384
84,2,380.64,2,2,2,222,Lost,190.32,2,281,293.0406575342465
327,2,599.97,1,2,3,123,Lost,299.985,2,38,62.462630136986306
282,1,374.0,1,1,2,112,Lost,374.0,1,83,85.04657534246576
143,2,343.2300000000001,2,2,2,222,Lost,171.61500000000004,2,222,208.75906849315075
58,2,2053.02,3,2,5,325,Need Attention,1026.51,2,307,1726.786684931507
4,12,1535.77,5,5,4,554,Champions,127.98083333333334,12,361,1518.9396438356164
236,2,854.99,1,2,3,123,Lost,427.495,2,129,302.17454794520546
45,3,573.22,3,3,3,333,Need Attention,191.07333333333335,3,320,502.5490410958904
276,1,298.0,1,1,2,112,Lost,298.0,1,89,72.66301369863014
9,2,1463.04,5,2,4,524,Potential Loyalists,731.52,2,356,1426.9650410958905
25,4,703.47,4,4,3,443,Champions,175.8675,4,340,655.2871232876712
88,1,309.05,2,1,2,212,Lost,309.05,1,277,234.53931506849315
63,3,1175.22,3,3,4,334,Need Attention,391.74,3,302,972.3738082191782
68,2,1378.4,3,2,4,324,Need Attention,689.2,2,297,1121.602191780822
214,2,354.12,1,2,2,122,Lost,177.06,2,151,146.4989589041096
24,1,376.72,4,1,2,412,Potential Loyalists,376.72,1,341,351.9493698630137
186,3,331.0,1,3,2,132,At Risk,110.33333333333333,3,179,162.32602739726028
31,1,176.55,4,1,1,411,Potential Loyalists,176.55,1,334,161.55534246575343
42,2,372.8,3,2,2,322,Need Attention,186.4,2,323,329.9024657534247
205,2,216.5,1,2,1,121,Lost,108.25,2,160,94.90410958904108
9,28,17654.54,5,5,5,555,Champions,630.5192857142857,28,356,17219.22257534247
265,1,138.68,1,1,1,111,Lost,138.68,1,100,37.99452054794521
18,2,496.06,4,2,3,423,Potential Loyalists,248.03,2,347,471.5967671232877
12,5,2919.81,5,4,5,545,Champions,583.962,5,353,2823.8162465753426
176,2,750.0,2,2,3,223,Lost,375.0,2,189,388.35616438356163
40,5,2178.67,3,4,5,345,Loyal Customers,435.73400000000004,5,325,1939.9116438356166
23,8,3075.04,4,5,5,455,Champions,384.38,8,342,2881.2703561643834
3,5,1662.3,5,4,4,544,Champions,332.46,5,362,1648.6372602739725
5,5,2483.63,5,4,5,545,Champions,496.726,5,360,2449.607671232877
149,2,363.65,2,2,2,222,Lost,181.825,2,216,215.20109589041095
139,4,2944.95,2,4,5,245,Loyal Customers,736.2375,4,226,1823.448493150685
128,1,594.0,2,1,3,213,Lost,594.0,1,237,385.6931506849315
8,6,1335.19,5,5,4,554,Champions,222.53166666666667,6,357,1305.9255616438356
17,1,162.78,4,1,1,411,Potential Loyalists,162.78,1,348,155.19846575342464
9,37,16587.09,5,5,5,555,Champions,448.29972972972973,37,356,16178.093260273972
161,1,405.38,2,1,2,212,Lost,405.38,1,204,226.5685479452055
64,1,171.57,3,1,1,311,Need Attention,171.57,1,301,141.48649315068494
88,4,925.75,2,4,4,244,Loyal Customers,231.4375,4,277,702.5554794520548
5,2,694.05,5,2,3,523,Potential Loyalists,347.025,2,360,684.5424657534246
35,5,2062.7,3,4,5,345,Loyal Customers,412.53999999999996,5,330,1864.9068493150683
312,1,117.85,1,1,1,111,Lost,117.85,1,53,17.112465753424654
78,2,415.8,2,2,2,222,Lost,207.9,2,287,326.9441095890411
22,15,42055.96,4,5,5,455,Champions,2803.730666666667,15,343,39521.08021917808
24,3,607.53,4,3,3,433,Need Attention,202.51,3,341,567.5828219178082
2,7,2160.7,5,5,5,555,Champions,308.6714285714285,7,363,2148.8605479452053
17,4,1063.9,4,4,4,444,Champions,265.975,4,348,1014.3484931506849
15,4,1504.27,4,4,4,444,Champions,376.0675,4,350,1442.4506849315067
26,1,114.14,4,1,1,411,Potential Loyalists,114.14,1,339,106.00947945205479
64,8,11581.8,3,5,5,355,Loyal Customers,1447.725,8,301,9551.018630136987
55,2,899.69,3,2,3,323,Need Attention,449.845,2,310,764.1202739726027
131,3,675.6,2,3,3,233,At Risk,225.20000000000002,3,234,433.12438356164387
36,2,604.51,3,2,3,323,Need Attention,302.255,2,329,544.8870958904109
288,1,462.95,1,1,2,112,Lost,462.95,1,77,97.66342465753424
144,6,1603.99,2,5,4,254,Loyal Customers,267.33166666666665,6,221,971.1829863013696
16,7,2064.95,4,5,5,455,Champions,294.99285714285713,7,349,1974.4316438356161
31,8,4167.22,4,5,5,455,Champions,520.9025,8,334,3813.2917260273975
2,3,1843.0,5,3,4,534,Need Attention,614.3333333333334,3,363,1832.9013698630138
9,6,1064.07,5,5,4,554,Champions,177.345,6,356,1037.8326575342464
6,4,1387.79,5,4,4,544,Champions,346.9475,4,359,1364.9770136986301
10,1,329.85,5,1,2,512,Potential Loyalists,329.85,1,355,320.8130136986302
1,11,4757.16,5,5,5,555,Champions,432.4690909090909,11,364,4744.126684931507
306,1,108.07,1,1,1,111,Lost,108.07,1,59,17.468849315068493
10,8,4017.54,5,5,5,555,Champions,502.1925,8,355,3907.4704109589043
7,2,266.39,5,2,2,522,Potential Loyalists,133.195,2,358,261.2811506849315
8,8,1856.63,5,5,4,554,Champions,232.07875,8,357,1815.9367397260276
89,1,769.8100000000001,2,1,3,213,Lost,769.8100000000001,1,276,582.1029041095891
10,1,160.18,5,1,1,511,Potential Loyalists,160.18,1,355,155.79150684931508
358,2,1660.9,1,2,4,124,Lost,830.45,2,7,31.852876712328772
112,1,135.95,2,1,1,211,Lost,135.95,1,253,94.23383561643836
7,4,405.47,5,4,2,542,Champions,101.3675,4,358,397.69386301369866
4,86,11189.91,5,5,5,555,Champions,130.11523255813952,86,361,11067.28084931507
198,1,144.8,1,1,1,111,Lost,144.8,1,167,66.2509589041096
212,1,738.6,1,1,3,113,Lost,738.6,1,153,309.6049315068493
156,1,39.24,2,1,1,211,Lost,39.24,1,209,22.468931506849316
158,9,7374.900000000001,2,5,5,255,Loyal Customers,819.4333333333334,9,207,4182.4775342465755
30,2,372.22,4,2,2,422,Potential Loyalists,186.11,2,335,341.6265753424658
243,1,390.54,1,1,2,112,Lost,390.54,1,122,130.5366575342466
19,1,97.5,4,1,1,411,Potential Loyalists,97.5,1,346,92.42465753424658
1,2,1239.38,5,2,4,524,Potential Loyalists,619.69,2,364,1235.9844383561644
74,2,558.7,2,2,3,223,Lost,279.35,2,291,445.42931506849317
292,1,505.82,1,1,3,113,Lost,505.82,1,73,101.164
3,15,6924.11,5,5,5,555,Champions,461.6073333333333,15,362,6867.199506849315
31,3,409.5,4,3,2,432,Need Attention,136.5,3,334,374.7205479452055
23,2,503.76,4,2,3,423,Potential Loyalists,251.88,2,342,472.0162191780822
23,4,414.76,4,4,2,442,Champions,103.69,4,342,388.6244383561644
4,3,974.42,5,3,4,534,Need Attention,324.8066666666667,3,361,963.7414246575344
85,1,211.32,2,1,1,211,Lost,211.32,1,280,162.10849315068492
22,4,1226.89,4,4,4,444,Champions,306.7225,4,343,1152.9404657534249
196,3,455.88,1,3,2,132,At Risk,151.96,3,169,211.07868493150684
107,3,534.85,2,3,3,233,At Risk,178.28333333333333,3,258,378.05835616438355
4,13,9785.97,5,5,5,555,Champions,752.766923076923,13,361,9678.726493150685
318,1,120.95,1,1,1,111,Lost,120.95,1,47,15.574383561643836
106,3,149.05,2,3,1,231,At Risk,49.68333333333334,3,259,105.76424657534247
12,18,5655.91,5,5,5,555,Champions,314.21722222222223,18,353,5469.962273972603
174,2,513.7,2,2,3,223,Lost,256.85,2,191,268.8128767123288
56,1,81.57,3,1,1,311,Need Attention,81.57,1,309,69.0551506849315
323,1,229.47,1,1,1,111,Lost,229.47,1,42,26.40476712328767
372,1,50.55,1,1,1,111,Lost,50.55,1,-7,-0.9694520547945206
9,8,1646.84,5,5,4,554,Champions,205.855,8,356,1606.2329863013697
1,13,4810.9400000000005,5,5,5,555,Champions,370.07230769230773,13,364,4797.759342465754
11,10,3466.28,5,5,5,555,Champions,346.62800000000004,10,354,3361.816767123288
53,5,3339.64,3,4,5,345,Loyal Customers,667.928,5,312,2854.7059726027396
73,3,789.89,2,3,3,233,At Risk,263.2966666666667,3,292,631.9120000000001
7,1,204.0,5,1,1,511,Potential Loyalists,204.0,1,358,200.08767123287672
16,28,7277.7,4,5,5,455,Champions,259.91785714285714,28,349,6958.677534246575
4,9,2616.38,5,5,5,555,Champions,290.7088888888889,9,361,2587.7073424657538
64,2,599.9,3,2,3,323,Need Attention,299.95,2,301,494.71205479452055
1,5,975.36,5,4,4,544,Champions,195.072,5,364,972.6877808219178
114,6,6912.0,2,5,5,255,Loyal Customers,1152.0,6,251,4753.183561643836
23,2,661.3199999999999,4,2,3,423,Potential Loyalists,330.65999999999997,2,342,619.6477808219178
31,3,1247.5,4,3,4,434,Need Attention,415.8333333333333,3,334,1141.5479452054794
11,2,752.44,5,2,3,523,Potential Loyalists,376.22,2,354,729.7637260273973
52,2,1010.18,3,2,4,324,Need Attention,505.09,2,313,866.2639452054794
357,1,190.55,1,1,1,111,Lost,190.55,1,8,4.176438356164383
55,2,642.77,3,2,3,323,Need Attention,321.385,2,310,545.9142465753424
74,2,921.88,2,2,3,223,Lost,460.94,2,291,734.978301369863
138,3,881.07,2,3,3,233,At Risk,293.69,3,227,547.9531232876712
80,3,908.46,2,3,3,233,At Risk,302.82,3,285,709.3454794520549
9,2,676.99,5,2,3,523,Potential Loyalists,338.495,2,356,660.297095890411
273,1,516.42,1,1,3,113,Lost,516.42,1,92,130.16613698630138
291,1,560.47,1,1,3,113,Lost,560.47,1,74,113.62953424657535
99,1,305.28000000000003,2,1,2,212,Lost,305.28000000000003,1,266,222.4780273972603
31,2,629.31,4,2,3,423,Potential Loyalists,314.655,2,334,575.8617534246575
57,9,3232.59,3,5,5,355,Loyal Customers,359.1766666666667,9,308,2727.7745753424656
14,4,1819.41,5,4,4,544,Champions,454.8525,4,351,1749.6244109589043
64,2,656.6800000000001,3,2,3,323,Need Attention,328.34000000000003,2,301,541.5361095890412
15,17,5833.11,4,5,5,455,Champions,343.1241176470588,17,350,5593.393150684931
212,1,348.15000000000003,1,1,2,112,Lost,348.15000000000003,1,153,145.9368493150685
78,3,1214.41,2,3,4,234,At Risk,404.80333333333334,3,287,954.8922465753425
25,3,271.40000000000003,4,3,2,432,Need Attention,90.46666666666668,3,340,252.8109589041096
250,1,183.4,1,1,1,111,Lost,183.4,1,115,57.78356164383562
254,1,307.53000000000003,1,1,2,112,Lost,307.53000000000003,1,111,93.52282191780823
72,1,248.61,3,1,2,312,Need Attention,248.61,1,293,199.56912328767126
191,1,346.98,1,1,2,112,Lost,346.98,1,174,165.40964383561644
13,4,1105.59,5,4,4,544,Champions,276.3975,4,352,1066.2128219178082
373,1,205.86,1,1,1,111,Lost,205.86,1,-8,-4.5120000000000005
24,2,470.8,4,2,2,422,Potential Loyalists,235.4,2,341,439.84328767123293
82,1,115.46,2,1,1,211,Lost,115.46,1,283,89.52104109589041
10,2,344.0,5,2,2,522,Potential Loyalists,172.0,2,355,334.5753424657534
1,24,4431.44,5,5,5,555,Champions,184.64333333333332,24,364,4419.29906849315
192,1,228.8,1,1,1,111,Lost,228.8,1,173,108.44493150684931
267,1,177.15,1,1,1,111,Lost,177.15,1,98,47.56356164383562
130,1,919.61,2,1,3,213,Lost,919.61,1,235,592.0776712328767
1,4,728.02,5,4,3,543,Champions,182.005,4,364,726.0254246575342
3,26,12627.94,5,5,5,555,Champions,485.69,26,362,12524.148712328768
4,5,220.1,5,4,1,541,Champions,44.019999999999996,5,361,217.68794520547942
179,1,58.08,2,1,1,211,Lost,58.08,1,186,29.596931506849316
12,11,28337.38,5,5,5,555,Champions,2576.1254545454544,11,353,27405.74010958904
126,9,3613.63,2,5,5,255,Loyal Customers,401.51444444444445,9,239,2366.185123287671
4,2,303.75,5,2,2,522,Potential Loyalists,151.875,2,361,300.42123287671234
158,2,416.08,2,2,2,222,Lost,208.04,2,207,235.96865753424657
3,97,58762.08,5,5,5,555,Champions,605.7946391752578,97,362,58279.10400000001
9,13,8895.82,5,5,5,555,Champions,684.2938461538462,13,356,8676.47101369863
28,1,345.82,4,1,2,412,Potential Loyalists,345.82,1,337,319.2913424657534
71,5,477.83,3,4,2,342,Loyal Customers,95.566,5,294,384.8822465753425
276,8,7832.47,1,5,5,155,Loyal Customers,979.05875,8,89,1909.8351506849315
21,12,1927.32,4,5,4,454,Champions,160.60999999999999,12,344,1816.4330958904106
71,1,74.39999999999999,3,1,1,311,Need Attention,74.39999999999999,1,294,59.927671232876705
33,10,6003.22,4,5,5,455,Champions,600.322,10,332,5460.463123287672
1,28,28882.44,5,5,5,555,Champions,1031.5157142857142,28,364,28803.31002739726
99,1,207.36,2,1,1,211,Lost,207.36,1,266,151.11715068493152
234,1,101.19,1,1,1,111,Lost,101.19,1,131,36.31750684931507
1,24,6424.09,5,5,5,555,Champions,267.67041666666665,24,364,6406.4897534246575
40,1,243.94,3,1,1,311,Need Attention,243.94,1,325,217.2068493150685
3,6,1098.48,5,5,4,554,Champions,183.08,6,362,1089.451397260274
133,1,76.5,2,1,1,211,Lost,76.5,1,232,48.62465753424658
44,4,1531.62,3,4,4,344,Loyal Customers,382.905,4,321,1346.9863561643836
373,1,350.06,1,1,2,112,Lost,350.06,1,-8,-7.67254794520548
60,2,786.54,3,2,3,323,Need Attention,393.27,2,305,657.2457534246576
31,7,1488.67,4,5,4,454,Champions,212.66714285714286,7,334,1362.2350136986302
1,24,12245.96,5,5,5,555,Champions,510.2483333333333,24,364,12212.409424657533
12,4,2294.78,5,4,5,545,Champions,573.695,4,353,2219.335178082192
138,1,501.14,2,1,3,213,Lost,501.14,1,227,311.6678904109589
22,8,984.91,4,5,4,454,Champions,123.11375,8,343,925.5455616438356
20,5,1197.81,4,4,4,444,Champions,239.56199999999998,5,345,1132.1765753424656
239,1,30.6,1,1,1,111,Lost,30.6,1,126,10.563287671232878
269,1,283.73,1,1,2,112,Lost,283.73,1,96,74.62487671232877
94,2,922.39,2,2,4,224,Lost,461.195,2,271,684.8429863013698
90,3,3756.33,2,3,5,235,At Risk,1252.11,3,275,2830.1116438356166
5,8,2099.64,5,5,5,555,Champions,262.455,8,360,2070.877808219178
78,1,259.17,2,1,2,212,Lost,259.17,1,287,203.78572602739726
94,1,64.0,2,1,1,211,Lost,64.0,1,271,47.51780821917808
23,3,1073.3,4,3,4,434,Need Attention,357.76666666666665,3,342,1005.667397260274
262,1,77.3,1,1,1,111,Lost,77.3,1,103,21.813424657534245
274,2,109.8,1,2,1,121,Lost,54.9,2,91,27.374794520547944
86,4,1793.58,2,4,4,244,Loyal Customers,448.395,4,279,1370.9830684931505
197,1,3096.0,1,1,5,115,Lost,3096.0,1,168,1425.008219178082
56,5,2607.61,3,4,5,345,Loyal Customers,521.522,5,309,2207.5383287671234
11,8,3603.29,5,5,5,555,Champions,450.41125,8,354,3494.697698630137
22,6,962.39,4,5,4,454,Champions,160.39833333333334,6,343,904.3829315068494
16,7,5064.9400000000005,4,5,5,455,Champions,723.5628571428572,7,349,4842.915232876712
108,3,422.47,2,3,2,232,At Risk,140.82333333333335,3,257,297.4651780821918
85,5,2388.75,2,4,5,245,Loyal Customers,477.75,5,280,1832.4657534246574
19,1,307.09000000000003,4,1,2,412,Potential Loyalists,307.09000000000003,1,346,291.10449315068496
333,1,110.95,1,1,1,111,Lost,110.95,1,32,9.727123287671233
40,4,618.52,3,4,3,343,Loyal Customers,154.63,4,325,550.7369863013698
26,1,228.91,4,1,1,411,Potential Loyalists,228.91,1,339,212.6040821917808
10,4,712.8,5,4,3,543,Champions,178.2,4,355,693.2712328767122
29,12,3683.26,4,5,5,455,Champions,306.93833333333333,12,336,3390.6174246575342
14,4,1676.06,5,4,4,544,Champions,419.015,4,351,1611.7727671232876
296,1,1257.87,1,1,4,114,Lost,1257.87,1,69,237.7891232876712
6,1,486.22,5,1,3,513,Potential Loyalists,486.22,1,359,478.22734246575345
33,4,971.76,4,4,4,444,Champions,242.94,4,332,883.9022465753425
49,4,1741.22,3,4,4,344,Loyal Customers,435.305,4,316,1507.4671780821918
95,4,1201.06,2,4,4,244,Loyal Customers,300.265,4,270,888.4553424657533
9,4,1429.35,5,4,4,544,Champions,357.3375,4,356,1394.1057534246575
22,1,91.8,4,1,1,411,Potential Loyalists,91.8,1,343,86.2668493150685
313,1,112.75,1,1,1,111,Lost,112.75,1,52,16.063013698630137
122,4,1688.29,2,4,4,244,Loyal Customers,422.0725,4,243,1123.9848493150685
46,2,1021.48,3,2,4,324,Need Attention,510.74,2,319,892.7455342465753
283,1,417.2,1,1,2,112,Lost,417.2,1,82,93.72712328767123
19,4,779.33,4,4,3,443,Champions,194.8325,4,346,738.7621369863014
36,4,1299.59,3,4,4,344,Loyal Customers,324.8975,4,329,1171.4112602739724
64,2,712.88,3,2,3,323,Need Attention,356.44,2,301,587.8818630136986
27,1,108.81,4,1,1,411,Potential Loyalists,108.81,1,338,100.7610410958904
22,3,468.41,4,3,2,432,Need Attention,156.13666666666668,3,343,440.1770684931508
4,2,353.65000000000003,5,2,2,522,Potential Loyalists,176.82500000000002,2,361,349.7743835616439
16,3,2738.82,4,3,5,435,Need Attention,912.94,3,349,2618.7621369863014
46,1,481.49,3,1,2,312,Need Attention,481.49,1,319,420.8090684931507
65,1,282.45,3,1,2,312,Need Attention,282.45,1,300,232.15068493150682
26,11,5725.47,4,5,5,455,Champions,520.4972727272727,11,339,5317.628301369863
45,1,121.18,3,1,1,311,Need Attention,121.18,1,320,106.24
8,9,3957.78,5,5,5,555,Champions,439.75333333333333,9,357,3871.034136986301
15,10,1667.95,4,5,4,454,Champions,166.79500000000002,10,350,1599.4041095890414
268,1,71.4,1,1,1,111,Lost,71.4,1,97,18.97479452054795
40,3,1575.89,3,3,4,334,Need Attention,525.2966666666667,3,325,1403.1897260273975
337,1,236.02,1,1,1,111,Lost,236.02,1,28,18.10564383561644
11,1,114.6,5,1,1,511,Potential Loyalists,114.6,1,354,111.14630136986301
19,2,260.68,4,2,2,422,Potential Loyalists,130.34,2,346,247.11035616438357
95,2,911.94,2,2,3,223,Lost,455.97,2,270,674.5857534246576
61,1,112.08,3,1,1,311,Need Attention,112.08,1,304,93.34882191780822
136,1,60.7,2,1,1,211,Lost,60.7,1,229,38.08301369863014
11,4,1797.78,5,4,4,544,Champions,449.445,4,354,1743.6003287671233
10,6,3401.24,5,5,5,555,Champions,566.8733333333333,6,355,3308.0553424657533
4,37,9802.12,5,5,5,555,Champions,264.9221621621622,37,361,9694.699506849316
19,4,870.09,4,4,3,443,Champions,217.5225,4,346,824.7976438356164
10,4,869.46,5,4,3,543,Champions,217.365,4,355,845.6391780821918
15,2,250.26,4,2,2,422,Potential Loyalists,125.13,2,350,239.9753424657534
59,5,1193.17,3,4,4,344,Loyal Customers,238.63400000000001,5,306,1000.3014246575343
30,8,5891.61,4,5,5,455,Champions,736.45125,8,335,5407.368082191781
94,1,353.48,2,1,2,212,Lost,353.48,1,271,262.44679452054794
