Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
218,3,253.04000000000002,1,4,2,142,Loyal Customers
65,2,583.75,3,3,3,333,Need Attention
32,2,1086.92,4,3,4,434,Need Attention
88,6,3279.9700000000003,2,5,5,255,Loyal Customers
64,1,315.06,3,2,2,322,Need Attention
116,3,621.83,2,4,3,243,Loyal Customers
7,26,56252.72,5,5,5,555,Champions
6,1,635.6800000000001,5,2,3,523,Potential Loyalists
69,1,270.8,3,2,2,322,Need Attention
245,1,104.9,1,2,1,121,Lost
133,1,241.62,2,2,1,221,Lost
241,4,1047.1100000000001,1,4,4,144,Loyal Customers
184,3,475.28000000000003,1,4,2,142,Loyal Customers
25,3,345.46000000000004,4,4,2,442,Champions
10,3,2614.74,5,4,5,545,Champions
11,1,246.3,5,2,1,521,Potential Loyalists
33,5,2328.9700000000003,4,4,5,445,Champions
46,3,4919.0,3,4,5,345,Loyal Customers
26,3,933.26,4,4,4,444,Champions
358,1,351.3,1,2,2,122,Lost
10,1,218.75,5,2,1,521,Potential Loyalists
44,2,1612.69,3,3,4,334,Need Attention
15,3,965.61,4,4,4,444,Champions
150,1,610.01,2,2,3,223,Lost
1,8,2707.61,5,5,5,555,Champions
113,3,2192.4,2,4,5,245,Loyal Customers
76,3,884.14,2,4,3,243,Loyal Customers
107,2,696.89,2,3,3,233,At Risk
46,3,1063.95,3,4,4,344,Loyal Customers
51,1,415.82000000000005,3,2,2,322,Need Attention
1,13,4206.39,5,5,5,555,Champions
23,17,5488.18,4,5,5,455,Champions
46,3,784.58,3,4,3,343,Loyal Customers
50,3,903.9,3,4,3,343,Loyal Customers
306,4,3651.27,1,4,5,145,Loyal Customers
36,5,515.77,3,4,3,343,Loyal Customers
79,4,1391.98,2,4,4,244,Loyal Customers
22,6,2218.62,4,5,5,455,Champions
107,5,1801.14,2,4,4,244,Loyal Customers
208,2,1303.9099999999999,1,3,4,134,At Risk
17,4,1945.3300000000002,4,4,4,444,Champions
64,5,2100.6,3,4,5,345,Loyal Customers
49,4,1905.45,3,4,4,344,Loyal Customers
320,1,206.98,1,2,1,121,Lost
44,2,570.96,3,3,3,333,Need Attention
3,2,885.47,5,3,3,533,Need Attention
172,1,532.94,2,2,3,223,Lost
56,3,1654.31,3,4,4,344,Loyal Customers
73,14,1836.09,2,5,4,254,Loyal Customers
99,2,636.14,2,3,3,233,At Risk
38,1,576.0,3,2,3,323,Need Attention
58,3,794.64,3,4,3,343,Loyal Customers
254,1,836.79,1,2,3,123,Lost
70,4,2222.65,3,4,5,345,Loyal Customers
44,4,954.09,3,4,4,344,Loyal Customers
50,1,137.37,3,2,1,321,Need Attention
65,1,391.98,3,2,2,322,Need Attention
11,19,33643.08,5,5,5,555,Champions
33,3,1048.49,4,4,4,444,Champions
59,2,355.56,3,3,2,332,Need Attention
73,4,1224.06,2,4,4,244,Loyal Customers
304,1,118.95,1,2,1,121,Lost
46,1,130.73999999999998,3,2,1,321,Need Attention
18,8,3711.77,4,5,5,455,Champions
38,2,389.27,3,3,2,332,Need Attention
19,2,234.88,4,3,1,431,Need Attention
187,2,160.71,1,3,1,131,At Risk
52,1,110.8,3,2,1,321,Need Attention
4,12,2969.12,5,5,5,555,Champions
137,5,712.24,2,4,3,243,Loyal Customers
4,27,16142.380000000001,5,5,5,555,Champions
19,1,297.0,4,2,2,422,Potential Loyalists
16,5,1427.57,4,4,4,444,Champions
41,8,965.16,3,5,4,354,Loyal Customers
12,8,3146.92,5,5,5,555,Champions
8,4,832.88,5,4,3,543,Champions
26,2,68.84,4,3,1,431,Need Attention
22,6,1936.32,4,5,4,454,Champions
41,3,895.13,3,4,3,343,Loyal Customers
101,1,211.89,2,2,1,221,Lost
5,15,3803.6,5,5,5,555,Champions
277,2,149.64,1,3,1,131,At Risk
33,1,351.44,4,2,2,422,Potential Loyalists
15,2,316.25,4,3,2,432,Need Attention
64,7,4405.88,3,5,5,355,Loyal Customers
2,2,490.33,5,3,3,533,Need Attention
369,1,329.03,1,2,2,122,Lost
312,5,501.39,1,4,3,143,Loyal Customers
199,4,514.08,1,4,3,143,Loyal Customers
2,2,396.48,5,3,2,532,Need Attention
93,1,349.35,2,2,2,222,Lost
60,1,181.09,3,2,1,321,Need Attention
81,1,162.64,2,2,1,221,Lost
157,2,400.77,2,3,2,232,At Risk
227,1,509.13,1,2,3,123,Lost
253,2,257.6,1,3,2,132,At Risk
150,1,179.17,2,2,1,221,Lost
194,2,208.59,1,3,1,131,At Risk
1,5,1383.83,5,4,4,544,Champions
369,1,56.25,1,2,1,121,Lost
24,1,337.28000000000003,4,2,2,422,Potential Loyalists
17,3,349.75,4,4,2,442,Champions
10,7,5126.76,5,5,5,555,Champions
8,1,164.68,5,2,1,521,Potential Loyalists
20,7,1567.69,4,5,4,454,Champions
4,3,881.87,5,4,3,543,Champions
174,1,191.94,2,2,1,221,Lost
1,8,1228.88,5,5,4,554,Champions
178,2,264.62,2,3,2,232,At Risk
16,8,1502.8600000000001,4,5,4,454,Champions
248,1,123.1,1,2,1,121,Lost
191,2,334.23,1,3,2,132,At Risk
20,2,525.69,4,3,3,433,Need Attention
154,3,163.55,2,4,1,241,Loyal Customers
173,1,323.03000000000003,2,2,2,222,Lost
373,1,369.5,1,2,2,122,Lost
373,1,127.08,1,2,1,121,Lost
194,1,207.15,1,2,1,121,Lost
67,1,426.63,3,2,2,322,Need Attention
4,8,2495.87,5,5,5,555,Champions
21,3,1107.46,4,4,4,444,Champions
239,1,108.03999999999999,1,2,1,121,Lost
64,1,145.35000000000002,3,2,1,321,Need Attention
112,5,404.58000000000004,2,4,2,242,Loyal Customers
90,14,6100.01,2,5,5,255,Loyal Customers
311,1,35.8,1,2,1,121,Lost
134,1,337.44,2,2,2,222,Lost
277,1,325.1,1,2,2,122,Lost
365,1,181.0,1,2,1,121,Lost
83,1,1708.24,2,2,4,224,Lost
8,2,955.24,5,3,4,534,Need Attention
17,2,364.72,4,3,2,432,Need Attention
32,4,1744.71,4,4,4,444,Champions
9,2,708.22,5,3,3,533,Need Attention
34,4,781.91,3,4,3,343,Loyal Customers
15,8,1657.28,4,5,4,454,Champions
24,14,4416.26,4,5,5,455,Champions
32,1,428.89,4,2,2,422,Potential Loyalists
74,1,104.35,2,2,1,221,Lost
20,2,470.76,4,3,2,432,Need Attention
17,4,808.87,4,4,3,443,Champions
23,2,397.68,4,3,2,432,Need Attention
3,3,666.1,5,4,3,543,Champions
304,1,314.09999999999997,1,2,2,122,Lost
18,12,4194.9,4,5,5,455,Champions
367,1,307.82000000000005,1,2,2,122,Lost
39,7,3442.15,3,5,5,355,Loyal Customers
84,1,371.01,2,2,2,222,Lost
165,2,427.64,2,3,2,232,At Risk
17,2,1054.73,4,3,4,434,Need Attention
77,1,1098.78,2,2,4,224,Lost
89,3,2398.86,2,4,5,245,Loyal Customers
25,8,3408.48,4,5,5,455,Champions
22,4,1465.12,4,4,4,444,Champions
3,10,2780.63,5,5,5,555,Champions
123,2,1142.42,2,3,4,234,At Risk
30,1,168.12,4,2,1,421,Potential Loyalists
12,7,1432.77,5,5,4,554,Champions
19,1,156.78,4,2,1,421,Potential Loyalists
44,2,792.11,3,3,3,333,Need Attention
4,1,41.989999999999995,5,2,1,521,Potential Loyalists
9,7,2768.97,5,5,5,555,Champions
55,1,414.27,3,2,2,322,Need Attention
88,6,1032.58,2,5,4,254,Loyal Customers
37,5,3080.22,3,4,5,345,Loyal Customers
3,3,12393.7,5,4,5,545,Champions
30,5,2735.37,4,4,5,445,Champions
12,4,578.71,5,4,3,543,Champions
211,1,101.4,1,2,1,121,Lost
48,4,1693.81,3,4,4,344,Loyal Customers
24,3,478.78,4,4,2,442,Champions
22,4,972.11,4,4,4,444,Champions
246,3,392.4,1,4,2,142,Loyal Customers
8,16,3352.96,5,5,5,555,Champions
35,3,1415.29,3,4,4,344,Loyal Customers
4,47,37130.6,5,5,5,555,Champions
38,3,646.83,3,4,3,343,Loyal Customers
4,3,704.26,5,4,3,543,Champions
3,8,1465.51,5,5,4,554,Champions
47,1,211.88,3,2,1,321,Need Attention
39,2,408.9,3,3,2,332,Need Attention
47,9,3786.24,3,5,5,355,Loyal Customers
17,3,851.01,4,4,3,443,Champions
260,1,602.63,1,2,3,123,Lost
46,3,719.81,3,4,3,343,Loyal Customers
12,1,245.75,5,2,1,521,Potential Loyalists
30,1,439.65999999999997,4,2,2,422,Potential Loyalists
43,1,236.09,3,2,1,321,Need Attention
92,6,934.62,2,5,4,254,Loyal Customers
39,62,72708.09,3,5,5,355,Loyal Customers
310,1,331.24,1,2,2,122,Lost
92,2,547.9,2,3,3,233,At Risk
6,20,8778.82,5,5,5,555,Champions
196,3,437.70000000000005,1,4,2,142,Loyal Customers
87,2,758.9200000000001,2,3,3,233,At Risk
270,3,855.02,1,4,3,143,Loyal Customers
8,3,471.78,5,4,2,542,Champions
65,3,1313.55,3,4,4,344,Loyal Customers
31,3,3166.4,4,4,5,445,Champions
22,5,1177.47,4,4,4,444,Champions
38,4,773.99,3,4,3,343,Loyal Customers
120,4,1340.7,2,4,4,244,Loyal Customers
373,2,256.44,1,3,2,132,At Risk
40,3,1074.81,3,4,4,344,Loyal Customers
174,1,137.9,2,2,1,221,Lost
54,1,362.06,3,2,2,322,Need Attention
33,2,1511.95,4,3,4,434,Need Attention
145,1,783.9,2,2,3,223,Lost
221,1,134.8,1,2,1,121,Lost
45,1,650.75,3,2,3,323,Need Attention
16,7,2263.12,4,5,5,455,Champions
66,6,1453.16,3,5,4,354,Loyal Customers
10,4,1153.62,5,4,4,544,Champions
260,1,335.32,1,2,2,122,Lost
365,1,367.14,1,2,2,122,Lost
17,5,1521.04,4,4,4,444,Champions
22,2,852.15,4,3,3,433,Need Attention
45,1,326.24,3,2,2,322,Need Attention
288,1,584.3199999999999,1,2,3,123,Lost
297,1,122.4,1,2,1,121,Lost
3,10,2234.73,5,5,5,555,Champions
284,1,79.2,1,2,1,121,Lost
17,3,1352.0,4,4,4,444,Champions
82,2,217.16,2,3,1,231,At Risk
56,5,2799.42,3,4,5,345,Loyal Customers
101,2,1317.62,2,3,4,234,At Risk
299,1,436.18,1,2,2,122,Lost
23,5,981.51,4,4,4,444,Champions
59,5,1121.39,3,4,4,344,Loyal Customers
155,2,315.06,2,3,2,232,At Risk
115,3,817.86,2,4,3,243,Loyal Customers
107,1,17.0,2,2,1,221,Lost
12,4,1078.23,5,4,4,544,Champions
264,1,320.62,1,2,2,122,Lost
240,1,185.04999999999998,1,2,1,121,Lost
88,7,2005.63,2,5,4,254,Loyal Customers
50,3,731.9,3,4,3,343,Loyal Customers
71,1,1290.7,3,2,4,324,Need Attention
42,3,1842.14,3,4,4,344,Loyal Customers
7,6,1429.64,5,5,4,554,Champions
62,1,298.21,3,2,2,322,Need Attention
249,1,336.96,1,2,2,122,Lost
66,1,108.38,3,2,1,321,Need Attention
18,7,3204.1600000000003,4,5,5,455,Champions
85,1,842.5,2,2,3,223,Lost
219,2,611.88,1,3,3,133,At Risk
45,3,1320.95,3,4,4,344,Loyal Customers
143,4,195.74,2,4,1,241,Loyal Customers
183,1,161.38,1,2,1,121,Lost
171,1,135.75000000000003,2,2,1,221,Lost
10,8,1660.8799999999999,5,5,4,554,Champions
212,1,612.78,1,2,3,123,Lost
190,1,232.21,1,2,1,121,Lost
8,2,423.36,5,3,2,532,Need Attention
59,4,1309.14,3,4,4,344,Loyal Customers
57,2,854.66,3,3,3,333,Need Attention
73,4,684.42,2,4,3,243,Loyal Customers
52,1,307.78000000000003,3,2,2,322,Need Attention
317,1,249.0,1,2,2,122,Lost
367,1,289.35,1,2,2,122,Lost
29,4,6287.77,4,4,5,445,Champions
39,1,656.25,3,2,3,323,Need Attention
18,5,1880.22,4,4,4,444,Champions
52,6,3506.54,3,5,5,355,Loyal Customers
4,33,14589.04,5,5,5,555,Champions
22,2,618.09,4,3,3,433,Need Attention
263,1,517.55,1,2,3,123,Lost
60,3,709.38,3,4,3,343,Loyal Customers
19,3,635.4100000000001,4,4,3,443,Champions
66,2,725.1800000000001,3,3,3,333,Need Attention
88,1,620.4,2,2,3,223,Lost
250,1,535.34,1,2,3,123,Lost
3,6,2424.94,5,5,5,555,Champions
247,1,175.2,1,2,1,121,Lost
9,11,3799.4900000000002,5,5,5,555,Champions
157,3,734.13,2,4,3,243,Loyal Customers
134,1,375.0,2,2,2,222,Lost
296,1,76.32000000000001,1,2,1,121,Lost
5,2,280.52,5,3,2,532,Need Attention
43,5,2053.02,3,4,5,345,Loyal Customers
269,1,1829.04,1,2,4,124,Lost
50,5,1824.23,3,4,4,344,Loyal Customers
9,9,3092.04,5,5,5,555,Champions
16,3,656.69,4,4,3,443,Champions
282,1,348.2,1,2,2,122,Lost
65,2,1025.44,3,3,4,334,Need Attention
2,19,5533.67,5,5,5,555,Champions
252,1,37.4,1,2,1,121,Lost
232,2,856.6,1,3,3,133,At Risk
17,3,822.48,4,4,3,443,Champions
11,27,3787.6,5,5,5,555,Champions
8,4,1822.97,5,4,4,544,Champions
51,6,1885.05,3,5,4,354,Loyal Customers
59,1,73.19999999999999,3,2,1,321,Need Attention
95,5,1140.21,2,4,4,244,Loyal Customers
16,6,1418.32,4,5,4,454,Champions
126,3,1009.55,2,4,4,244,Loyal Customers
94,4,1037.5900000000001,2,4,4,244,Loyal Customers
50,1,331.95,3,2,2,322,Need Attention
138,1,197.9,2,2,1,221,Lost
61,1,215.83,3,2,1,321,Need Attention
100,8,10254.18,2,5,5,255,Loyal Customers
73,1,305.54,2,2,2,222,Lost
72,4,6617.65,3,4,5,345,Loyal Customers
67,1,338.71000000000004,3,2,2,322,Need Attention
64,6,1158.79,3,5,4,354,Loyal Customers
17,2,529.41,4,3,3,433,Need Attention
23,12,4006.94,4,5,5,455,Champions
32,15,6911.4400000000005,4,5,5,455,Champions
45,4,981.86,3,4,4,344,Loyal Customers
16,2,215.48,4,3,1,431,Need Attention
40,1,215.08,3,2,1,321,Need Attention
3,13,5180.52,5,5,5,555,Champions
237,1,314.45,1,2,2,122,Lost
75,1,400.68,2,2,2,222,Lost
4,2,1068.8700000000001,5,3,4,534,Need Attention
3,4,1863.47,5,4,4,544,Champions
361,1,365.27,1,2,2,122,Lost
59,4,592.9,3,4,3,343,Loyal Customers
23,1,384.18,4,2,2,422,Potential Loyalists
31,4,751.03,4,4,3,443,Champions
55,4,537.0600000000001,3,4,3,343,Loyal Customers
25,1,394.38,4,2,2,422,Potential Loyalists
45,2,664.26,3,3,3,333,Need Attention
89,5,2262.62,2,4,5,245,Loyal Customers
2,17,21076.3,5,5,5,555,Champions
89,1,547.02,2,2,3,223,Lost
19,2,690.34,4,3,3,433,Need Attention
79,1,159.0,2,2,1,221,Lost
171,3,1062.75,2,4,4,244,Loyal Customers
81,1,242.35,2,2,1,221,Lost
267,1,914.9300000000001,1,2,3,123,Lost
235,2,304.25,1,3,2,132,At Risk
30,7,3084.68,4,5,5,455,Champions
37,3,860.86,3,4,3,343,Loyal Customers
318,1,773.55,1,2,3,123,Lost
57,4,1295.3,3,4,4,344,Loyal Customers
45,5,1096.32,3,4,4,344,Loyal Customers
203,3,255.12,1,4,2,142,Loyal Customers
225,1,314.22,1,2,2,122,Lost
87,2,1010.6,2,3,4,234,At Risk
190,2,542.03,1,3,3,133,At Risk
44,4,990.88,3,4,4,344,Loyal Customers
71,3,536.6800000000001,3,4,3,343,Loyal Customers
41,4,857.3100000000001,3,4,3,343,Loyal Customers
78,1,432.2,2,2,2,222,Lost
57,2,414.2,3,3,2,332,Need Attention
24,2,3718.8,4,3,5,435,Need Attention
10,13,2590.31,5,5,5,555,Champions
8,7,3579.86,5,5,5,555,Champions
34,2,409.1,3,3,2,332,Need Attention
212,2,1522.75,1,3,4,134,At Risk
24,3,1413.66,4,4,4,444,Champions
170,1,114.56,2,2,1,221,Lost
62,1,152.94,3,2,1,321,Need Attention
53,5,1800.07,3,4,4,344,Loyal Customers
261,2,389.44,1,3,2,132,At Risk
67,2,3683.86,3,3,5,335,Need Attention
17,8,2619.91,4,5,5,455,Champions
267,1,752.4300000000001,1,2,3,123,Lost
177,1,21.95,2,2,1,221,Lost
45,5,5203.51,3,4,5,345,Loyal Customers
51,1,1035.45,3,2,4,324,Need Attention
17,4,728.54,4,4,3,443,Champions
9,9,5347.0,5,5,5,555,Champions
74,7,861.89,2,5,3,253,Loyal Customers
71,2,617.65,3,3,3,333,Need Attention
353,1,1141.24,1,2,4,124,Lost
16,4,1389.64,4,4,4,444,Champions
117,1,411.7,2,2,2,222,Lost
373,1,331.55,1,2,2,122,Lost
197,1,559.87,1,2,3,123,Lost
177,1,810.6,2,2,3,223,Lost
100,1,566.38,2,2,3,223,Lost
21,3,1502.78,4,4,4,444,Champions
72,1,2062.06,3,2,5,325,Need Attention
340,1,168.3,1,2,1,121,Lost
6,5,1569.11,5,4,4,544,Champions
31,2,812.68,4,3,3,433,Need Attention
170,1,142.5,2,2,1,221,Lost
122,1,302.25,2,2,2,222,Lost
22,10,2248.9900000000002,4,5,5,455,Champions
10,4,1328.55,5,4,4,544,Champions
269,1,301.9,1,2,2,122,Lost
23,3,598.2,4,4,3,443,Champions
127,1,233.22,2,2,1,221,Lost
26,3,5360.63,4,4,5,445,Champions
139,1,361.22,2,2,2,222,Lost
214,6,632.27,1,5,3,153,Loyal Customers
38,4,2560.0,3,4,5,345,Loyal Customers
106,2,706.57,2,3,3,233,At Risk
18,2,616.26,4,3,3,433,Need Attention
3,2,274.15000000000003,5,3,2,532,Need Attention
331,1,226.37,1,2,1,121,Lost
64,8,2938.91,3,5,5,355,Loyal Customers
120,3,1341.65,2,4,4,244,Loyal Customers
35,1,328.15000000000003,3,2,2,322,Need Attention
218,1,404.40000000000003,1,2,2,122,Lost
172,2,1038.46,2,3,4,234,At Risk
72,5,373.65000000000003,3,4,2,342,Loyal Customers
1,2,326.75,5,3,2,532,Need Attention
196,1,207.50000000000003,1,2,1,121,Lost
128,3,408.59000000000003,2,4,2,242,Loyal Customers
47,3,594.24,3,4,3,343,Loyal Customers
6,14,3039.2200000000003,5,5,5,555,Champions
14,6,3789.67,5,5,5,555,Champions
18,3,251.91,4,4,2,442,Champions
28,7,1582.8,4,5,4,454,Champions
8,22,26626.8,5,5,5,555,Champions
37,1,151.05,3,2,1,321,Need Attention
157,1,214.8,2,2,1,221,Lost
284,1,94.05,1,2,1,121,Lost
107,1,534.31,2,2,3,223,Lost
25,4,1971.8700000000001,4,4,4,444,Champions
75,4,322.41,2,4,2,242,Loyal Customers
16,2,328.58,4,3,2,432,Need Attention
158,1,101.10000000000001,2,2,1,221,Lost
44,1,565.46,3,2,3,323,Need Attention
11,2,847.45,5,3,3,533,Need Attention
32,7,1413.31,4,5,4,454,Champions
291,1,53.5,1,2,1,121,Lost
21,4,1116.47,4,4,4,444,Champions
333,1,153.9,1,2,1,121,Lost
18,2,494.44,4,3,3,433,Need Attention
4,23,6675.71,5,5,5,555,Champions
63,2,395.8,3,3,2,332,Need Attention
198,3,211.77,1,4,1,141,Loyal Customers
33,3,658.88,4,4,3,443,Champions
1,4,2027.5,5,4,4,544,Champions
7,9,1750.92,5,5,4,554,Champions
5,6,3450.41,5,5,5,555,Champions
10,4,891.21,5,4,3,543,Champions
32,5,709.99,4,4,3,443,Champions
53,1,109.36000000000001,3,2,1,321,Need Attention
12,2,705.79,5,3,3,533,Need Attention
18,9,1540.42,4,5,4,454,Champions
19,1,327.3,4,2,2,422,Potential Loyalists
37,2,800.67,3,3,3,333,Need Attention
2,2,479.91,5,3,2,532,Need Attention
18,3,1543.33,4,4,4,444,Champions
82,4,1301.91,2,4,4,244,Loyal Customers
33,2,355.73,4,3,2,432,Need Attention
66,2,458.78,3,3,2,332,Need Attention
9,2,974.96,5,3,4,534,Need Attention
267,1,676.2,1,2,3,123,Lost
247,3,362.95,1,4,2,142,Loyal Customers
4,4,2157.4,5,4,5,545,Champions
61,1,1743.1499999999999,3,2,4,324,Need Attention
75,2,643.76,2,3,3,233,At Risk
90,2,584.5,2,3,3,233,At Risk
60,3,554.86,3,4,3,343,Loyal Customers
29,2,302.57,4,3,2,432,Need Attention
323,1,94.36,1,2,1,121,Lost
53,4,1382.0700000000002,3,4,4,344,Loyal Customers
270,1,217.89000000000001,1,2,1,121,Lost
2,13,3040.96,5,5,5,555,Champions
57,5,1555.34,3,4,4,344,Loyal Customers
61,5,1482.06,3,4,4,344,Loyal Customers
154,2,1705.8,2,3,4,234,At Risk
19,2,406.22,4,3,2,432,Need Attention
95,1,303.93,2,2,2,222,Lost
1,12,4098.32,5,5,5,555,Champions
265,2,293.45,1,3,2,132,At Risk
312,1,177.5,1,2,1,121,Lost
70,1,443.05,3,2,2,322,Need Attention
302,2,167.25,1,3,1,131,At Risk
19,1,154.35,4,2,1,421,Potential Loyalists
13,10,2079.68,5,5,5,555,Champions
36,5,2022.98,3,4,4,344,Loyal Customers
19,2,211.7,4,3,1,431,Need Attention
54,1,135.99,3,2,1,321,Need Attention
57,1,262.2,3,2,2,322,Need Attention
22,2,126.25,4,3,1,431,Need Attention
44,1,200.27,3,2,1,321,Need Attention
27,3,1051.4,4,4,4,444,Champions
45,3,631.12,3,4,3,343,Loyal Customers
113,6,958.71,2,5,4,254,Loyal Customers
17,51,34684.4,4,5,5,455,Champions
25,1,346.12,4,2,2,422,Potential Loyalists
191,1,133.56,1,2,1,121,Lost
302,1,302.7,1,2,2,122,Lost
2,10,1863.76,5,5,4,554,Champions
263,2,241.06,1,3,1,131,At Risk
106,1,284.55,2,2,2,222,Lost
57,1,300.85,3,2,2,322,Need Attention
213,3,623.28,1,4,3,143,Loyal Customers
64,1,287.40000000000003,3,2,2,322,Need Attention
28,1,184.26,4,2,1,421,Potential Loyalists
29,7,1511.8,4,5,4,454,Champions
6,5,798.35,5,4,3,543,Champions
8,5,3640.67,5,4,5,545,Champions
67,2,381.2,3,3,2,332,Need Attention
2,3,609.3,5,4,3,543,Champions
46,4,654.67,3,4,3,343,Loyal Customers
34,1,230.51,3,2,1,321,Need Attention
1,2,168472.5,5,3,5,535,Need Attention
136,1,255.91,2,2,2,222,Lost
198,1,182.99,1,2,1,121,Lost
198,2,707.69,1,3,3,133,At Risk
150,1,311.92,2,2,2,222,Lost
88,1,266.97,2,2,2,222,Lost
64,1,5.9,3,2,1,321,Need Attention
64,7,1841.18,3,5,4,354,Loyal Customers
99,5,2158.18,2,4,5,245,Loyal Customers
218,1,208.36,1,2,1,121,Lost
3,18,3482.7400000000002,5,5,5,555,Champions
28,3,811.23,4,4,3,443,Champions
178,1,142.92,2,2,1,221,Lost
74,3,136.0,2,4,1,241,Loyal Customers
21,4,1422.4,4,4,4,444,Champions
20,3,1298.66,4,4,4,444,Champions
34,7,1595.96,3,5,4,354,Loyal Customers
74,1,74.9,2,2,1,221,Lost
24,4,625.42,4,4,3,443,Champions
52,4,752.77,3,4,3,343,Loyal Customers
275,1,223.95000000000002,1,2,1,121,Lost
165,3,316.11,2,4,2,242,Loyal Customers
7,7,1810.49,5,5,4,554,Champions
88,4,544.3,2,4,3,243,Loyal Customers
64,7,2494.46,3,5,5,355,Loyal Customers
25,3,331.0,4,4,2,442,Champions
10,2,300.83,5,3,2,532,Need Attention
76,1,769.29,2,2,3,223,Lost
16,1,220.62,4,2,1,421,Potential Loyalists
192,1,139.35,1,2,1,121,Lost
174,2,404.3,2,3,2,232,At Risk
77,1,363.65,2,2,2,222,Lost
33,3,498.8,4,4,3,443,Champions
47,1,731.5,3,2,3,323,Need Attention
80,4,1351.63,2,4,4,244,Loyal Customers
297,1,826.53,1,2,3,123,Lost
3,3,648.26,5,4,3,543,Champions
9,3,1599.52,5,4,4,544,Champions
50,6,2965.69,3,5,5,355,Loyal Customers
161,2,100.97,2,3,1,231,At Risk
360,2,365.45,1,3,2,132,At Risk
5,6,400.86,5,5,2,552,Champions
107,4,1431.93,2,4,4,244,Loyal Customers
25,1,465.88,4,2,2,422,Potential Loyalists
32,1,777.6,4,2,3,423,Potential Loyalists
20,2,90.30000000000001,4,3,1,431,Need Attention
297,1,363.70000000000005,1,2,2,122,Lost
372,1,248.1,1,2,2,122,Lost
22,3,916.33,4,4,3,443,Champions
5,4,874.59,5,4,3,543,Champions
52,5,1624.14,3,4,4,344,Loyal Customers
30,1,101.69999999999999,4,2,1,421,Potential Loyalists
277,1,162.70000000000002,1,2,1,121,Lost
61,2,484.32,3,3,3,333,Need Attention
25,2,212.98,4,3,1,431,Need Attention
186,3,1046.57,1,4,4,144,Loyal Customers
2,21,9418.470000000001,5,5,5,555,Champions
2,26,13027.45,5,5,5,555,Champions
172,1,290.36,2,2,2,222,Lost
81,1,228.06,2,2,1,221,Lost
4,1,244.41,5,2,1,521,Potential Loyalists
190,1,455.25,1,2,2,122,Lost
22,7,1244.59,4,5,4,454,Champions
18,3,6748.8,4,4,5,445,Champions
19,3,1082.81,4,4,4,444,Champions
5,1,593.75,5,2,3,523,Potential Loyalists
110,1,548.12,2,2,3,223,Lost
3,4,1388.81,5,4,4,544,Champions
54,1,119.62,3,2,1,321,Need Attention
165,1,339.3,2,2,2,222,Lost
291,2,787.15,1,3,3,133,At Risk
10,10,4034.9,5,5,5,555,Champions
109,5,2298.97,2,4,5,245,Loyal Customers
96,3,922.12,2,4,4,244,Loyal Customers
243,2,379.73,1,3,2,132,At Risk
163,12,5719.82,2,5,5,255,Loyal Customers
42,3,837.1,3,4,3,343,Loyal Customers
35,2,285.89,3,3,2,332,Need Attention
67,7,3313.79,3,5,5,355,Loyal Customers
24,2,281.85,4,3,2,432,Need Attention
1,20,8338.49,5,5,5,555,Champions
27,2,841.41,4,3,3,433,Need Attention
6,2,511.12,5,3,3,533,Need Attention
54,1,1077.74,3,2,4,324,Need Attention
364,1,173.7,1,2,1,121,Lost
15,5,614.66,4,4,3,443,Champions
194,2,865.6,1,3,3,133,At Risk
3,1,124.2,5,2,1,521,Potential Loyalists
15,10,3738.4,4,5,5,455,Champions
27,3,1421.69,4,4,4,444,Champions
127,3,1009.6,2,4,4,244,Loyal Customers
85,2,663.61,2,3,3,233,At Risk
71,1,451.44,3,2,2,322,Need Attention
183,1,105.84,1,2,1,121,Lost
113,1,313.62,2,2,2,222,Lost
374,1,233.45,1,2,1,121,Lost
80,2,936.08,2,3,4,234,At Risk
249,1,463.95,1,2,2,122,Lost
232,1,225.15,1,2,1,121,Lost
71,3,459.24,3,4,2,342,Loyal Customers
69,1,213.5,3,2,1,321,Need Attention
4,16,4113.68,5,5,5,555,Champions
51,3,330.03,3,4,2,342,Loyal Customers
75,1,181.09,2,2,1,221,Lost
61,1,360.16,3,2,2,322,Need Attention
16,2,250.15,4,3,2,432,Need Attention
4,1,90.04,5,2,1,521,Potential Loyalists
286,1,145.05,1,2,1,121,Lost
4,6,813.52,5,5,3,553,Champions
41,1,241.53,3,2,1,321,Need Attention
36,1,528.08,3,2,3,323,Need Attention
75,2,482.47,2,3,3,233,At Risk
18,14,3347.71,4,5,5,455,Champions
15,7,5493.46,4,5,5,455,Champions
219,1,75.66,1,2,1,121,Lost
186,1,129.49,1,2,1,121,Lost
33,4,1187.66,4,4,4,444,Champions
70,1,618.59,3,2,3,323,Need Attention
183,1,506.19,1,2,3,123,Lost
15,2,500.42,4,3,3,433,Need Attention
236,1,151.85,1,2,1,121,Lost
31,5,2647.59,4,4,5,445,Champions
264,1,226.21,1,2,1,121,Lost
4,2,178.96,5,3,1,531,Need Attention
52,4,813.48,3,4,3,343,Loyal Customers
246,1,129.45000000000002,1,2,1,121,Lost
81,2,810.57,2,3,3,233,At Risk
275,1,333.08,1,2,2,122,Lost
1,17,4413.1,5,5,5,555,Champions
79,1,322.8,2,2,2,222,Lost
30,5,2188.05,4,4,5,445,Champions
